Book Title,Description,Author,Category /Shelf Code,Volume,Language,Old Shelf Code,OLD Acc No,Publisher,Year of Publication,NEW SHELF CODE,CHECKED,BOOK ID,ISBN,
Harnath Lekhalu,Part-2,"Kum., MM. Alumelu Mangataayaaru",Saints,,Telugu,C3,1389,"Mumukshuvu Papers, Yellore.",1977,ST-HL,,7524,,
Harsha Charitra,NIL,Tirupati Venkateshwarulu,Saints,,Telugu,3,1253,"Sri Tirupati Venkateshwara Book Depot, Rajamundry,A.P.",1940,ST- TV,,7525,,
Hemareddy Mallamma Charithra,Charitra,Dr. Jyosula Sadananda Sastri,Saints,,Telugu,RRB1,NA,"Akhila Bharta Redla Sankshema Samakhya, Srisailam",2018,ST-,,7526,,
Himalaya (Param Guru to Jeevanam),Living with the Himalayan Masters,Swami Rama's & Others,Saints,,Telugu,C1,3083,"P.V. Agencies, Vishakapatanam",1971,ST-HPGJ,,7527,,
Himalaya Mahimalayam,"Yamunotri, Gangotri, Kedarnath, Badrinath& Amarnath Travelling",M. Venkata Krishna Murthy,Saints,,Telugu,C5,2010,"Lipi Publications, Hyderabad",2002,ST-HM ,,7528,,
Himalaya Vani,Charitra,Shivananda Swamy,Saints,,Telugu,C4,2782,"Vagbhushana Printing Press, Kurnool",1964,ST- SSw,,7529,,
His Holiness - Sri Sankaracharya Swami Of Kamakoti Peetam,,Paul Brunton,Saints,,ENGLISH,4,1771,"D. Balasubramania Ayyar, Madras",1936,ST-ADI,,7530,,
History of The Ramakrishna Math & Mission,By,Swami Gambirananda,Saints,,English,5,894,"Advaita Ashram, Calcutta, India",1957,ST- RKM,,7531,,
Hita-Mahima- Uktul,Manava Kartavyamu,A. Venkata Sheshlakshmi,Saints,,Telugu,C5,3173,"Deepti Technicolor Printings, Hyderabad",2011,ST-HMU,,7532,,
Holy Jayrambhati Matrimandira,NIL,Swami Tejasananda,Saints,,English,3,1702,"Sri Sri Matrimandira , Bankura( Jayram Bati)",1971,ST- RKM,,7533,,
Holy Mother ,Sri Sarada Devi,Swami Gambirananda,Saints,,English,5,2724,"Sri Ramakrishna Math, Mylapore, Madras",2001,ST-SD,,7534,81-7120-486-8,
Hridyanajali,NIL,Palagumi Jaganath Rao,Saints,,Telugu,NA(J3),3971,NIL,NA,ST- PJR,,7535,,
Hymns to the Mystic Fire,,Sri Aurobindo,Saints,,English,J1,972,"Sri Aurobindo Ashram Press, Pondicherry",1952,ST- AURO,,7536,,
I Am a Voice Without  A Form,NIL,Swami Vivekananda,Saints,,English,H6,2390,"Swami Paramarthananda, President, Ramakrishna Mutt, Hyderabad",2005,ST- SwVi,,7537,,
I AM THAT,Talks with Sri Nisargadatta Maharaj,MAURICE FRYDMAN & Others,Saints,,English,H5,2609,"The ACORN Press, U.S.A. & Canda",1994,ST-IAT,,7538,085655-406-5,
I AM THAT,Talks with Sri Nisargadatta Maharaj,MAURICE FRYDMAN & Others,Saints,,English,H5,2263(2nd Copy),"The ACORN Press, U.S.A. & Canda",1997,ST-IMT,,7539,085655-406-5,
Immortals of the Bhagawat of Nectar of Immoratality,Sri Ramakrisha Pables,Dilip Kumar Roy,Saints,,English,8,2797,"Lakshmi Narain Agarwal, Agra",1957,ST-IBRP,,7540,,
In Quest of God,By ,Swami Ram Das,Saints,,English,5,892,"Anand Ashram, Kanhangad, Kerala",1936,ST-QG,,7541,,
In the Vision Of God,Biography,Swami Ramdas,Saints,,English,F2,112,"Anandashram, Kanhangad",1998,ST-VG,,7542,,
In The Vision of God,In Quest Of God,Ram Das,Saints,,English,5,2766,"Anand Ashram, Kanhangad, Kerala",1935,ST-VG,,7543,,
In Woods Of God Realisation or Complete works of Swami Rama Tirtha,Vol 1,Swami Rama Tirtha,Saints,,English,,na,Swami Rama Tirtha Pratishthan Lucknow,2005,ST- SwRT,,7544,,
In Woods Of God Realisation or Complete works of Swami Rama Tirtha,Vol 2,Swami Rama Tirtha,Saints,,English,,na,Swami Rama Tirtha Pratishthan Lucknow,2005,ST- SwRT,,7545,,
In Woods Of God Realisation or Complete works of Swami Rama Tirtha,Vol 3,Swami Rama Tirtha,Saints,,English,,na,Swami Rama Tirtha Pratishthan Lucknow,2005,ST- SwRT,,7546,,
In Woods Of God Realisation or Complete works of Swami Rama Tirtha,Vol IV,Swami Rama Tirtha,Saints,,English,,3290,Swami Rama Tirtha Pratishthan Lucknow,2005,ST- SwRT,,7547,,
In Woods Of God Realisation or Complete works of Swami Rama Tirtha,Vol VII,Swami Rama Tirtha,Saints,,English,,3416,Swami Rama Tirtha Pratishthan Lucknow,2001,ST- SwRT,,7548,,
In woods of God-Realisation,Complete Works,Swami Rama Tirtha,Saints,,English,F4,3015,"Rama Tirtha Pratishthan, Varanasi",1956,ST-SwRT,,7549,,
In woods of God-Realisation,Lectures,Swami Rama Tirtha,Saints,,English,F4,1195,"Rama Tirtha Pratishthan, Varanasi",NA,ST-SwRT,,7550,,
In Woods Of God-Realisation,Vol VI,Swami RamTirtha Pratishthan,Saints,,English,,3292,Swami Rama Tirtha Pratisthan,2005,ST- SwRT,,7551,,
"In woods of God-Realisation Vol 6,", Sight- Seeig from the Hills,Swami Rama Tirtha,Saints,,English,na,3114,"Rama Tirtha Pratishthan, Varanasi",1950,ST- SwR,,7552,,
In Woods of God-Realization,"Vol-II,The Complete Works of -",Swami Rama Tirtha,Saints,,ENGLISH,RRB-2,3289,"Rama Tirtha Pratisthan,Varanasi",1957,ST- SwRT,,7553,,
In Woods of God-Realization ,Vol-III,Swami Rama Tirtha,Saints,,English,5,1571,"Rama Tirtha Pratishthan, Lucknow",1979,ST-SwRT,,7554,,
In Woods of God-Realization ,"Or Complete Works of Rama Tirtha, Vol-IV, Cosmic Consciousness & How To Realize IT",Swami Rama Tirtha,Saints,,English,5,1193,"The Rama Tirtha Publucation League, Lucknow(India)",1931,ST-,,7555,,
In Woods of God-Realization ,"The Complete Works of Rama Tirtha,Vol-IV",Swami Rama Tirtha,Saints,,English,5,1194,"The Rama Tirtha Publucation League, Lucknow(India)",1973,ST-SwRT,,7556,,
In Woods of God-Realization ,Or The Complete Works of Swami Rama Tirtha,Swami Rama Tirtha,Saints,,English,5,1196,"The Rama Tirtha Publucation League, Lucknow(India)",1941,ST-SwRT,,7557,,
In Woods of God-Realization ,Vol-IV,Swami Rama Tirtha,Saints,,English,5,273,"The Rama Tirtha Publucation League, Lucknow(India)",1981,ST-SwRT,,7558,,
In Woods of God-Realization ,Vol-III,Swami Rama Tirtha,Saints,,English,5,1192,"The Rama Tirtha Publucation League, Lucknow(India)",1979,ST-SwRT,,7559,,
In Woods Of God-Realization ,Vol-II,Swami Rama Tirtha,Saints,,English,5,495,"The Rama Tirtha Publucation League, Lucknow(India)",1978,ST-WGR,,7560,,
In Woods Of God-Realization ,Vol-I,Swami Rama Tirtha,Saints,,English,5,1191,"The Rama Tirtha Publucation League, Lucknow(India)",1978,ST-WGR,,7561,,
In Woods Of God-Realization ,Vol-III,Swami Rama Tirtha,Saints,,English,5,244,"The Rama Tirtha Publucation League, Lucknow(India)",1937,ST-WGR,,7562,,
In Woods Of God-Realization ,Vol-V,Swami Rama Tirtha,Saints,,English,5,1197,"The Rama Tirtha Publucation League, Lucknow(India)",1931,ST-WGR,,7563,,
In Woods Of God-Realization ,Vol-V,Swami Rama Tirtha,Saints,,English,5,1198,"The Rama Tirtha Publucation League, Lucknow(India)",1942,ST-WGR,,7564,,
In Woods Of God-Realization ,Vol-V,Swami Rama Tirtha,Saints,,English,5,1199,"The Rama Tirtha Publucation League, Lucknow(India)",1975,ST-WGR,,7565,,
In Woods Of God-Realization ,"Or Complete Works of Rama Tirtha, Vol-VII, India, The MotherLand",Swami Rama Tirtha,Saints,,English,5,879(2nd Copy),"The Rama Tirtha Publucation League, Lucknow(India)",1932,ST- SwRT,,7566,,
In Woods Of God-Realization ,Or Complete Works of Swami Rama Tirtha,Swami Rama Tirtha,Saints,,English,5,199,"The Rama Tirtha Publucation League, Lucknow(India)",1932,ST-WGR,,7567,,
In Woods Of God-Realization ,"Or Complete Works of Swami Rama Tirtha, Vol-VI. Sight Seeing From The Hill OF Vedanta",Swami Rama Tirtha,Saints,,English,5,879,"The Rama Tirtha Publucation League, Lucknow(India)",1932,ST-WGR,,7568,,
In Woods Of God-Realization ,"Or Complete Works of Swami Rama Tirtha, Vol-VI. Sight Seeing From The Hill OF Vedanta",Swami Rama Tirtha,Saints,,English,5,399,"The Rama Tirtha Publucation League, Lucknow(India)",1942,ST-WGR,,7569,,
In Words of God Realization,"The Complete Works of Rama Tirtha,Vol-VI",Rama Tirtha,Saints,,English,5,1200,"Rama Tirtha Pratishthan, Lucknow",1987,ST-WGR,,7570,,
Incense Sticks,NIL,Krishnand,Saints,,English,5,218,"Krishnand, Shanti Ashram, Gujarat",1974,ST-IS,,7571,,
Indira Devi VysaDhara,Charitra,O. Indira Devi,Saints,,Telugu,C3,2847,"Vishalanandra Publications,Hyderabad",2002,ST-IDVD,,7572,,
Inspired Talks,NIL,Swami Vivekananda,Saints,,English,8,Na,"Ramakrishna Mission Mylapore, Madras",1993,ST-SWVI,,7573,81-7120-000-1,
Invitation To Holy Company,Swami Jnanatmananda,Prof. J.N. Dey,Saints,,English,5,371,"Sri Ramakrishna Matt, Mylapore, Madras",1979,ST-IHC,,7574,,
Is he He?,Life Sketch of Seshadri Swamigal,S.R.Veera Raghavan,Saints,,English,8,99,Seshadri Madalaya Committee T.V.Malai,1984,ST-IHH,,7575,,
Iswara Darshan,Devotional literature,H.H. Sri Swami Tapovan ji Maharaj,Saints,,English,F4,3161,"Chinmaya Publications Trust, Madras",1969,ST-ID,,7576,,
Iswara Darshan,NIL,Swami Tapovan Maharaj,Saints,,Telugu,C4,1502,"Chinamaya ranya Publications, Trust , Bheemawaram",2007,ST- STM,,7577,,
Iswara Darshan,NIL,Swami Tapovan Maharaj,Saints,,Telugu,C4,3840,"Nirmala Offset Printers, Vijayawada",2014,ST- STM,,7578,,
Jagad Guru Divyacharita,Kanchi Kamakotai Sara,Naduramati Venktaramansarma,Saints,,telugu,RRB2,3098,Vemuri Sadana,1993,ST-JDC,,7579,,
Jagadguru Bodalu,Shankara Bhagawat Padula Jagatgurutavam,Bulusu Surya Prakash Sastry,Saints,,Telugu,NA,3157,"Sadhana Grantha Mandali, Tenali",1976,ST-JB,,7580,,
Jagadguru Sri ChandraSekhara Bharati Mahaswami,Mystic and Seer,A.R. Natarajan,Saints,,English,F2,1989,"RMCL, Bangalore",1997,ST-ARN,,7581,,
Jagadguru Sri Rama Tirtha,Jeevitha Upadeshamulu,Sri Keshava Tirtha Swami,Saints,,Telugu,3,862,"Sri Ram Tirtha Seva Ashramam, Pidugurallu",1960,ST- KTSw,,7582,,
Jagadguru Sri Sacchidananda Sivabhunava Nrisimhabharathi Vijayakavya,NIL,S. Rajavallabha Sastrigal,Saints,,Sanskrit,3,250,"The Madras Journal Press, Mylapore, Madras",1936,ST- SSNV,,7583,,
Jagadvandyudaina Jagadguruvu,Sri Bharati-thirta Maha Swamulavari Jeevitha Charitra,P. Sri Ramachandrudu,Saints,,Telugu,D6,4158,"Sri Offset , Bengaluru",2000,ST- BTSw,,7584,,
Japa Yoga,A Comprehensive Treatise on Mantra -Sastra,Swami Sivananda,Saints,,English,5,NA,"The Yoga-Vedanta Forest Academy(The Divine Life Society) Rishikesh, U.P.",1972,ST-JY,,7585,,
Jayam,Charitra,M. Venkata Krishna Murthy,Saints,,Telugu,C5,2035,"Lipi Publications, Hyderabad",2003,ST-JY,,7586,,
Jayanthi Souvenir,Shree Shree Anandamayee Ma,Sri Sri Anandmayee Ma,Saints,,English,H6,1576,"Shree Shree Andandamayee Ashram, Banaras",NA,ST- AMa,,7587,,
Jeevana Samaram,NIL,B. Narasimhaiah,Saints,,Telugu,NA,NIL,"Sri Aurobindo Integral School, Prodduturu",2016,ST- BN,,7588,,
Jeevana Samaram,NIL,B. Narasimhaiah,Saints,,Telugu,NA,NIL (2nd Copy),"Sri Aurobindo Integral School, Prodduturu",2016,ST- BN,,7589,,
Jeevana Samaram,NIL,B. Narasimhaiah,Saints,,Telugu,NA,NIL(3rd Copy),"Sri Aurobindo Integral School, Prodduturu",2016,ST- BN,,7590,,
Jeevana Samaram,NIL,B. Narasimhaiah,Saints,,Telugu,NA,NIL(4th Copy),"Sri Aurobindo Integral School, Prodduturu",2016,ST- BN,,7591,,
Jeevanmaranam- Bhavajal Taranam,NIL,Maharaj charan Singh,Saints,,Telugu,E3,3622,"Radha Swamy Satsang Beas, PUNJAB",1996,ST- MCS,,7592,,
Jnana Vahini,,Sathya Sai Baba,Saints,,English,na,3044,"Sanathana Sarathi, Prashanti Nilayam, ",1966,ST- SSAI,,7593,,
Jnana-Yoga,NIL,Swami Vivekananda,Saints,,English,8,227,"Advaitha Ashram, Kolkatta",1972,ST- SwVi,,7594,,
Jnana-Yoga,NIL,Swami Vivekananda,Saints,,English,8,1720,"Advaitha Ashram, Kolkatta",1946,ST-SWVI,,7595,,
Jnana-Yoga,NIL,Swami Vivekananda,Saints,,English,8,1804,"Advaitha Ashram, Kolkatta",Na,ST-SWVI,,7596,,
Journeys with Ramakrishna,NIL,Swami Prabhayananda,Saints,,English,5,NA,"Sri Ramakrishna Math, Mylapore, Madras",2001,ST- SRK,,7597,81-7120-919-X,
Just to Love Him,Talks & Essays About Meher Baba,Adi.K.Irani,Saints,,English,I1,2519,"Avatar Meher Baba Perptual Public Charitable Trust, Amednagar(M.S.) India",1979,ST- MBABA,,7598,0-913078-56-5,
Jyothirmatt Shankar acharyulu Brhmananda Jeevitha charitra,Swami Bramhananda Saraswathi Charitra,M. Mallikarjuna Rao,Saints,,Telugu,C4,2127,"Maharshi Chetana Gyana Sansta, Hyderabad",1981,ST-ADI,,7599,,
Kalidasa – Sri Aurobindo,Drama,Sri Aurobindo,Saints,,English,F4,373,"Arya Sahitya Bhavan, Calcutta",1929,ST-  AURO,,7600,,
Kanchi Teva Perumal Vaibhavamu,Nil,Anangacharyulu,Saints,,Telugu,B6,961,Kanchivaram,1944,ST-KTPV,,7601,,
Karma Yogam,NIL,Swami Vivekananda,Saints,,Telugu,NA(G6),2407,"Sri Ramakrishna Matt, Mylapore, Madras",2009,ST- SwVi,,7602,81-7120-719-7,
Karma yogamu,Swamy Vivekananda,Chiranthananada Swami,Saints,,Telugu,RRB4,198,"Sri Ramakrishna Mutt, Domalguda,Hyderabad",NA,ST-SwVi,,7603,,
Karmayogamu,Swamy Vivekananda,NA,Saints,,Telugu,RRB4,3916,"Sri Ramakrishna Mutt, Domalguda,Hyderabad",NA,ST-SwVi,,7604,,
Karttikeya ,The Divine Child,Ratna Navaratnam,Saints,,English,F1,2739,"Bharariya Vidya Bhavan, Bombay",1973,ST-SwVi,,7605,,
"Karuna Sagari, the Ocean of Compassion",Mother Karunamayi,Swami Vijayeswara nanda,Saints,,English,F1,2703,Sri Mathrudevi Viswashanthi Ashram Trust,1999,ST-SwVi,,7606,,
Keshub Chunder Sen,NIL,P.K.Sen,Saints,,English,5,868,"N. Mukherjee, @ Art Press, Calcutta",1938,ST-KCS,,7607,,
Kindle Life,NA,Swami Chinmayananda,Saints,,English,F1,3232,"The Chinmaya Publications Trust, Madras",NA,ST-KL,,7608,,
Kombakona Matta Yadartha charitra,"Charitra, Part-1 & Part-2",Shri Krishna Swami Ayyar & Others,Saints,,Telugu,C3,467,"Sri R.A. Sattanathan, Madras",1967,ST-,,7609,,
Kovalan & Kannaki,NIL,A.S.P. Ayyar,Saints,,English,5,424,"The Allliance Company, Mylapore, Madras",1947,ST-KK,,7610,,
Kranthi Bhijalu,osho,Swami Santhoshanada,Saints,,Telugu,E5,2478,"Sai Ram Process, Lakdikapool",2005,ST-OSHO,,7611,,
Krishna Sastry,Krishna Pakshamu,Krishna Bhikshu,Saints,,Telugu,RRB-2,2333,"Orient Lajban Limited, Hyderabad",1992,ST-KS,,7612,-86125-942-4,
Kumara Sambhavamu,Charitra,Putalapattu Sriramulu Reddy,Saints,,Telugu,C1,847,"The Baby Book Bureau, Chittoor & Madras,",1947,ST-PRR,,7613,,
Kumarri Moolaa,Charitra,E. Venkateswara Rao,Saints,,Telugu,C1,1680,"Bharati Press, Tenali",1970,ST-EVR,,7614,,
Kuvalayaashav Charitra,Charitra,Dr. V. Lakshmi Narasimha Rao,Saints,,Telugu,C3,3185,"Aditya Press, Tenali",1988,ST-KC,,7615,,
Lecture From Colombo to Alomore,3.Edition,Swami Vivekananda,Saints,,English,8,777,"Advaitha Ashrama, Calcutta",1933,ST-SWVI,,7616,,
Lectures From Colombo To Almora,Nill,Swami Vivekananda,Saints,,English,7,3573,"Advaitha Ashrama, Calcutta",1990,ST-SWVI,,7617,,
Lectures From Colombo To Almora,NIL,Swami Vivekanada,Saints,,English,8,456,"Advaitha Ashrama, Calcutta",1947,ST-,,7618,,
Lectures on Yoga and Vedanta,Lectures,Swami Sivananda,Saints,,English,F3,2212,"The Divine Life Society, Uttarakhand.",1984,ST-LYV,,7619,,
Letters of Sri Aurobindo ,,Sri Aurobindo,Saints,,English,J1,987,"Sri Aurobindo CIrcle, Bombay",1947,ST-,,7620,,
Letters of Sri Aurobindo Fourth Series,,Sri Aurobindo,Saints,,English,J1,963,"Sri Aurobindo CIrcle, Bombay",1951,ST- AURO,,7621,,
Letters of Sri Aurobindo Fourth Series,,Sri Aurobindo,Saints,,English,J1,83,"Sri Aurobindo CIrcle, Bombay",1951,ST- AURO,,7622,,
Letters of Sri Aurobindo Second Series,,Sri Aurobindo,Saints,,English,J1,897,"Sri Aurobindo CIrcle, Bombay",1949,ST- AURO,,7623,,
Letters of Sri Aurobindo Third Series,,Sri Aurobindo,Saints,,English,J1,1169,"Sri Aurobindo CIrcle, Bombay",1949,ST- AURO,,7624,,
Letters Of swami Ramdas,Volume-1,Swami Ramdas,Saints,,ENGLISH,RRB2,10,Anandashram,1982,ST- SwRD,,7625,,
Letters Of Swami Vivekananda,NIL,Swami Pavitrananda,Saints,,English,7,516,"Advaitha Ashrama, Mayavati, Himalayas",1944,ST- Sw.V,,7626,,
Letters of Swami Vivekananda,Nill,Mayavathi Almora,Saints,,English,8,454,"Advaitha Ashrama, U.P",1948,ST-SWVI,,7627,,
Letters of Swami Vivekananda,nill,Na,Saints,,English,8,1658,"Advaita Ashrama, Calcutta",1948,ST-SWVI,,7628,,
"Levandi , Melukondi!","Vivekananda Mahaupanyasulu, Rachanalu,etc. Part-3",Swami Vivekananada,Saints,,Telugu,NA,3394,"Sri Rama Krishna Matt, Mylapore, Madras",2005,ST- SwVi,,7629,81-7823-254-5/81-7823-251-0,
"Levandi , Melukondi!","Vivekananda Mahaupanyasulu, Rachanalu,etc. Part-4",Swami Vivekananada,Saints,,Telugu,NA,3387,"Sri Rama Krishna Matt, Mylapore, Madras",2005,ST- SwVi,,7630,81-7823-254-5/81-7823-251-0,
"Levandi , Melukondi!","Vivekananda Mahaupanyasulu, Rachanalu,etc. Part-5",Swami Vivekananada,Saints,,Telugu,NA,3393,"Sri Rama Krishna Matt, Mylapore, Madras",2005,ST- SwVi,,7631,81-7823-2556-1/81-7823-251-0,
"Levandi , Melukondi!","Vivekananda Mahaupanyasulu, Rachanalu,etc. Part-6",Swami Vivekananada,Saints,,Telugu,NA,3395,"Sri Rama Krishna Matt, Mylapore, Madras",2005,ST- SwVi,,7632,81-7823-257-10/81-7823-251-0,
"Levandi , Melukondi!","Vivekananda Mahaupanyasulu, Rachanalu,etc. Part-7",Swami Vivekananada,Saints,,Telugu,NA,3396,"Sri Rama Krishna Matt, Mylapore, Madras",2005,ST- SwVi,,7633,81-7823-258-8/81-7823-251-0,
"Levandi , Melukondi!","Vivekananda Mahaupanyasulu, Rachanalu,etc. Part-8",Swami Vivekananada,Saints,,Telugu,NA,3397,"Sri Rama Krishna Matt, Mylapore, Madras",2005,ST- SwVI,,7634,81-7823-259-6/81-7823-251-0,
"Levandi , Melukondi!","Vivekananda Mahaupanyasulu, Rachanalu,etc. Part-9",Swami Vivekananada,Saints,,Telugu,NA,3398,"Sri Rama Krishna Matt, Mylapore, Madras",2005,ST- SwVi,,7635,81-7823-260-10/81-7823-251-0,
"Levandi , Melukondi!","Vivekananda Mahaupanyasulu, Rachanalu,etc. Part-10",Swami Vivekananada,Saints,,Telugu,NA,3399,"Sri Rama Krishna Matt, Mylapore, Madras",2005,ST- SwVi,,7636,81-7823-261-8/81-7823-251-0,
Levandi Melkovandi,"Vivekananda Mahaupanyasulu, Rachanalu, Part-1",Swami Vivekananda,Saints,,Telugu,C6,3392,"Shri Ramakrishna Matt, Mylapore, Madras",NA,ST- SwVi,,7637,81-783-252-9/81-7823-251-0,
Life & Myself,"Dawn Approaching Noon, Vol-1",Harindranath Chattopadhyaya,Saints,,English,5,932,"Nalanda Publications, Bombay",1948,ST-LM,,7638,,
Life and Teaching of Anandamai Ma,Anandamayi Ma,Dr.Alexander Lipski,Saints,,English,F1,2498,"Motilal Banarasidass Publishers, Delhi",2000,ST-LTAM,,7639,,
Life Beyond Death,Spiritualism,Swami Abhedananda,Saints,,English,F3,2270,"Ramakrishna Vedanta Trust, Calcutta",1996,ST-SWRK,,7640,,
Life of M. And ,Sri Sri Ramakrishna Kathamritha,Dharma Pal Gupta,Saints,,English,5,3121,"Sri MA Trust, Chandigarh",1988,ST- M & RK,,7641,,
Life of Ramanuja,Biography,Swami Ramakrishnananda,Saints,,English,F5,3252,"Sri Ramakrishna Mutt, Madras",1965,ST-,,7642,,
Life of Sai Baba,Biography Reference Book,Pujyasri H.H. Narasimha Swamiji,Saints,,English,F2,2391,"All India Sai Samaj, Chennai",2006,ST-SRSAN,,7643,,
Life of Sai Baba,Vol-2,Pujyasri Narasimha Swamiji,Saints,,English,5,35,"All India Sai Samaj, Chennai",1983,ST-SRSAN,,7644,,
Life of Sri Ramakrishna,NIL,Complied with Various Authentic Sources,Saints,,English,5,3300,"Advaita Ashram, Calcutta, India",1964,ST-LR,,7645,,
Life of Sri Ramakrishna,NIL,Complied with Various Authentic Sources,Saints,,English,5,131,"Advaita Ashram, Calcutta, India",1929,ST-SWRK,,7646,,
Life of Sri Ramakrishna,NIL,Romain Rolland,Saints,,English,5,NA,"Advaita Ashram, Calcutta, India",1979,ST-SWRK,,7647,,
Life of Sri Ramakrishna,Complied from Various ,Authentic Sources,Saints,,English,5,924,"Advaita AShram, Kolkatta",1955,ST-SWRK,,7648,,
Life of Sri Ramanuja,By,Swami Ramakrishnananda,Saints,,English,5,288,"Sri Ramakrishna Matt, Mylapore, Madras",1965,ST-LSR,,7649,,
Life of Sri Ramanuja,By,Swami Ramakrishnananda,Saints,,English,5,292 (2nd Copy),"Sri Ramakrishna Matt, Mylapore, Madras",1959,ST-LSR,,7650,,
Life of Vijayakrishna,A Study In Devotional Mysticism,Bishnu Charan Das,Saints,,English,5,503,"Sri Sri Bijaykrishna Math, Benaras",1940,ST-BCD,,7651,,
Light of Asia And The Indin Song of Songs,NIL,Sir EdwinArnold,Saints,,English,5,315,NA,NA,ST-LA,,7652,,
Lives of Saints,Vol-2,Swami Sivananda,Saints,,English,5,688,"The Ananda Publication League, Rishikesh",1947,ST-LC,,7653,,
Living Biographies of religious Leaders,,Henry Thomas and Diana Lee,Saints,,English,na,1064,"Bharatiya Vidya Bhavan, Bombay",1951,ST- HTh,,7654,,
Living with the Himalayan Masters,Biography,Swami Rama,Saints,,English,F2,2380,"The Himalayan Institute Press, Pennsyvania",2006,ST-SRM,,7655,,
Living with the Himalayan Masters,Spiritual Experiences,Swami Ajaya,Saints,,English,F5,2832,"The Himalayan Institute Press, Pennsyvania",1996,ST-LHM,,7656,,
Living Within,Yoga,Sri Aurobindo and The Mother,Saints,,English,F3,2276,"Sri Aurobindo Ashram, Pondicherry",1996,ST-AURO,,7657,,
Lord Mahavira,His Life & Teachings,R.B. Pragwat,Saints,,English,5,914,"Sri Ratna Hiri Bai, Literary Publications, Madras",1969,ST-LM,,7658,,
"M. A, Jyothishyamu","Correspondance Course, Paper -2, 1st Year",Dr. C.V. B. Subramaniyam,Saints,,Telugu,D6,4170,"Potti Sri Ramulu Telugu Vishwa Vidyalam, Hyderabad",NIL,ST-MAJ,,7659,,
Ma Anandmayi,By,Devotees,Saints,,English,5,281,"Ma Anandmayee Asram,Benaras",1946,ST-MA,,7660,,
Ma Anandmayi Lila,By,Hari Ram Joshi,Saints,,English,5,910,"Sri Sri Anandamayee Sangha , Varanasi",1972,ST-MAL,,7661,,
Ma Sarada,Miracle of Love,M.Sivaramakrishna,Saints,,English,7,3072," Ramkrishna Matt, Mylapore, Madras",2005,ST-SAR,,7662,1845572033,
Maa Swami -Kamakoti Saraswathi Jeeveta charitra,Charitra,Vishaka,Saints,,Telugu,C2,3188,"Andhra Patrika, Vijayawada",NA,ST-VIS,,7663,,
Maataa Bhagavadidevi Sarma Divya Charitra ,Charitra,Dr.Maarella Srirama Krishna,Saints,,Telugu,C2,2404,"Apoorva Publications, Ongole",2002,ST-MBSDC,,7664,,
Maatru Shri Jeeveta Mahoodadi,Tarangalu,NIL,Saints,,Telugu,C3,1352,"Maatru Shri Publications, Trust, Baptla",1975,ST-MJM,,7665,,
Madaalasaa Charitra,Madaalasaa Charitra,Chukka Appala Swami,Saints,,Telugu,C1,798,"Shri Veda Vyasa Ashramam, Chittoor Distt.",1958,ST-MC,,7666,,
Madhava Acharya Charitra,Jeevitha Charitra,V.V.S. Avadhani,Saints,,Telugu,E1,646,"V.V.S. Avadhani, Press, Hospet",1900,ST-,,7667,,
Madhava's Teachings in His own Words,Teachings,Swami Madhava,Saints,,English,na,721,Santiniketan,1960,ST- Madhava,,7668,,
Madhava'sTeachings ,in His Own Words,B.N.K.Sharma,Saints,,ENGLISH,F7,660,"Bharat Vidya Bhavan, Bombay",1961,ST-BNKSS,,7669,,
Maha Bhaktulu,NIL,Sri Bullusu Udaya Bhaskaramu,Saints,,Telugu,D6,3688,"Geeta Press, Gorakhpur",NA,ST- HPP,,7670,,
Maha Bhikshu,Upadeshalu,Ch. Krishna Rao,Saints,,Telugu,C4,2349,"D.B. Prints, Vijayawada",2000,ST- CKR,,7671,,
Maha Prasthanamu,Part-1,Vishwanath Venkateshwarulu,Saints,,Telugu,C1,NIL,NA,NA,ST- VV,,7672,,
Maha Vira Charita,OF Bhava Bhuti,T.R. Ratnam Aiyar,Saints,,Sanskrit,5,55/2979,"Pandurang Jawaji, The Nirnaya -Sagar' Press , Bombay",1926,ST- MV,,7673,,
Maha Vira-Charita,,John PickFord,Saints,,English,5,NA,"Trubner & Co, London",1871,ST- MAHAV,,7674,,
Maha Yogini Manikyeshwari,Sri Manikyeshwari,Late Sri M.V.N. Subba Rao,Saints,,English,5,1749,"Maha Yogini,Sri Manikyeshwari Trust(Private)",1969,ST-MYM,,7675,,
